user_id,product_id,action,timestamp,interaction_id
694f818414574911a37130c1,68c670c534d2e7ec62686dab,dislike,2026-01-12T10:42:11.548Z,6964aac1b6c6d5b0b7fbc5cc
694f818414574911a37130c1,68c670c534d2e7ec62686dc1,like,2026-01-12T10:41:58.925Z,6964aa7cb6c6d5b0b7fbc5c5
694f818414574911a37130c1,68c670c534d2e7ec62686dc2,dislike,2026-01-12T10:41:46.802Z,69648919f10a904beeb27dd0
694f818414574911a37130c1,68c670c534d2e7ec62686dc3,dislike,2026-01-12T10:41:34.189Z,696488d6f10a904beeb27dcd
694f818414574911a37130c1,68c670c534d2e7ec62686dc4,dislike,2026-01-12T10:41:28.887Z,696488d3f10a904beeb27dca
695227b0d72ab5734bbed871,68c670c534d2e7ec62686d99,like,2026-01-12T10:15:03.133Z,6964c9a78a83961800197f40
695227b0d72ab5734bbed871,68c670c534d2e7ec62686d95,like,2026-01-12T10:14:29.203Z,6964c9858a83961800197f2f
695227b0d72ab5734bbed871,68c670c534d2e7ec62686dc2,like,2026-01-12T10:05:04.769Z,6964c7508a83961800197be6
695227b0d72ab5734bbed871,68c670c534d2e7ec62686d84,like,2026-01-12T09:59:21.637Z,6964c5f98a83961800197b26
695227b0d72ab5734bbed871,68c670c534d2e7ec62686dc3,like,2026-01-12T09:59:01.341Z,6964b4637660510f08ce56d5
695227b0d72ab5734bbed871,68c670c534d2e7ec62686dc4,dislike,2026-01-12T09:14:56.918Z,6964ad1f273c0ba4f7bc8486
695227b0d72ab5734bbed871,68c670c534d2e7ec62686da7,dislike,2026-01-12T09:14:49.678Z,6964b5a67660510f08ce5706
694f83f529431638592f7b34,68c670c534d2e7ec62686dc3,dislike,2026-01-12T08:10:23.070Z,6964911c273c0ba4f7bc743c
694f83f529431638592f7b34,68c670c534d2e7ec62686d95,dislike,2026-01-12T08:04:52.105Z,6964ab24273c0ba4f7bc8304
694f83f529431638592f7b34,68c670c534d2e7ec62686da7,dislike,2026-01-12T08:04:51.546Z,6964ab23273c0ba4f7bc8301
694f83f529431638592f7b34,68c670c534d2e7ec62686dac,dislike,2026-01-12T08:04:50.379Z,6964ab22273c0ba4f7bc82fe
694f83f529431638592f7b34,68c670c534d2e7ec62686da0,dislike,2026-01-12T08:04:49.624Z,6964ab21273c0ba4f7bc82fb
694f83f529431638592f7b34,68c670c534d2e7ec62686d99,dislike,2026-01-12T08:04:48.370Z,6964ab20273c0ba4f7bc82f8
694f83f529431638592f7b34,68c670c534d2e7ec62686dab,like,2026-01-12T08:04:47.562Z,6964aa0c273c0ba4f7bc8257
694f83f529431638592f7b34,68c670c534d2e7ec62686dc1,dislike,2026-01-12T08:04:45.148Z,6964a1f8273c0ba4f7bc7ef5
694f83f529431638592f7b34,68c670c534d2e7ec62686dc2,dislike,2026-01-12T08:04:44.074Z,6964a1c3273c0ba4f7bc7ef2
694f83f529431638592f7b34,68c670c534d2e7ec62686dc4,dislike,2026-01-12T08:04:23.213Z,69649045273c0ba4f7bc73ad
694f818414574911a37130c1,68c670c534d2e7ec62686d95,dislike,2026-01-12T08:03:51.192Z,6964aac4b6c6d5b0b7fbc5db
694f818414574911a37130c1,68c670c534d2e7ec62686da7,dislike,2026-01-12T08:03:49.805Z,6964aac4b6c6d5b0b7fbc5d8
694f818414574911a37130c1,68c670c534d2e7ec62686dac,dislike,2026-01-12T08:03:49.241Z,6964aac3b6c6d5b0b7fbc5d5
694f818414574911a37130c1,68c670c534d2e7ec62686da0,dislike,2026-01-12T08:03:48.476Z,6964aac2b6c6d5b0b7fbc5d2
695558d1ad7f2c2d4fbee62b,68c670c534d2e7ec62686dc1,like,2026-01-12T07:38:33.404Z,69609aee5f9674786108ba2a
695558d1ad7f2c2d4fbee62b,68c670c534d2e7ec62686dc2,like,2026-01-12T07:38:29.661Z,69649bbc56e26160a0cc75cb
695558d1ad7f2c2d4fbee62b,68c670c534d2e7ec62686dc3,like,2026-01-12T07:38:26.620Z,69609d765f9674786108baec
695558d1ad7f2c2d4fbee62b,68c670c534d2e7ec62686dc4,dislike,2026-01-12T07:38:22.659Z,6960ad305f9674786108bdeb
695558d1ad7f2c2d4fbee62b,68c670c534d2e7ec62686dab,dislike,2026-01-12T06:59:09.601Z,69609af05f9674786108ba2d
694f818414574911a37130c1,68c670c534d2e7ec62686d98,dislike,2026-01-12T05:45:12.131Z,69648a63f10a904beeb27f3c
694f818414574911a37130c1,68c670c534d2e7ec62686da1,dislike,2026-01-12T05:42:56.106Z,696489dcf10a904beeb27ecd
695558d1ad7f2c2d4fbee62b,68c670c534d2e7ec62686d98,dislike,2026-01-12T05:00:39.594Z,69647ff656e26160a0cc6eb2
694ed16e160b03f146e03898,68c670c534d2e7ec62686dc2,dislike,2026-01-10T03:59:30.653Z,6961ce9fa784739a31660a84
694ed16e160b03f146e03898,68c670c534d2e7ec62686dc3,dislike,2026-01-10T03:52:42.810Z,6961cd0aa784739a31660946
694ed16e160b03f146e03898,68c670c534d2e7ec62686dc4,dislike,2026-01-10T03:52:40.384Z,6961cc95a784739a316608b1
